64 bit line size,,,,,,,,,,,,,,,,
32kB_2_16kB_1,1.4,134.21,1.24,144.05,1.21,146.56,1.19,147.82,1.19,148.22,1.18,148.61,1.18,148.69,1.18,148.81
32kB_2_16kB_2,0.93,164.54,0.88,170.6,0.88,169.96,0.87,171.74,0.87,171.85,0.87,172.19,0.86,172.31,0.86,172.43
32kB_2_8kB_1,1.63,130,1.48,137.85,1.44,139.8,1.43,140.79,1.42,141.15,1.42,141.39,1.42,141.46,1.42,141.62
32kB_4_8kB_1,1.63,130,1.48,137.85,1.44,139.8,1.43,140.79,1.42,141.15,1.42,141.39,1.42,141.46,1.42,141.62
8kB_1_8kB_1,1.63,130,1.48,137.85,1.44,139.8,1.43,140.79,1.42,141.15,1.42,141.39,1.42,141.46,1.42,141.62
32kB_4_16kB_2,0.93,164.54,0.88,170.6,0.88,169.96,0.87,171.74,0.87,171.85,0.87,172.19,0.86,172.31,0.86,172.43
16kB_1_8kB_1,1.63,130,1.48,137.85,1.44,139.8,1.43,140.79,1.42,141.15,1.42,141.39,1.42,141.46,1.42,141.62
16kB_1_16kB_2,0.93,164.54,0.88,170.6,0.88,169.96,0.87,171.74,0.87,171.85,0.87,172.19,0.86,172.31,0.86,172.43
16kB_1_16kB_1,1.4,134.21,1.24,144.05,1.21,146.56,1.19,147.82,1.19,148.22,1.18,148.61,1.18,148.69,1.18,148.81
32kB_1_16kB_2,0.93,164.54,0.88,170.6,0.88,169.96,0.87,171.74,0.87,171.85,0.87,172.19,0.86,172.31,0.86,172.43
16kB_1_32kB_1,1.09,139.67,0.94,153.6,0.89,159.78,0.89,159.16,0.89,159.61,0.88,160.35,0.88,160.46,0.88,160.52
8kB_1_32kB_4,0.78,209.17,0.78,209.2,0.78,209.1,0.78,209.2,0.78,209.2,0.78,209.2,0.78,209.2,0.78,209.2
8kB_1_32kB_2,0.81,177.79,0.8,178.2,0.81,176.99,0.8,178.9,0.8,179,0.79,179.39,0.79,179.54,0.79,179.63
8kB_1_32kB_1,1.09,139.67,0.94,153.6,0.89,159.78,0.89,159.16,0.89,159.61,0.88,160.35,0.88,160.46,0.88,160.52
