64 bit line size,,,,,,,,,,,,,,,,
32kB_2_16kB_1,11.39,104.23,10.43,108.52,9.78,112.03,9.46,114.01,9.16,115.77,9.11,116.16,9.08,116.37,9.06,116.63
32kB_2_16kB_2,8.12,118.29,7.48,123.5,7.06,127.47,6.87,129.48,6.8,130.09,6.75,130.66,6.72,131,6.7,131.29
32kB_2_8kB_1,14.96,106.56,14,109.93,13.35,112.59,13.03,114.13,12.73,115.29,12.68,115.57,12.65,115.74,12.63,116.02
32kB_4_8kB_1,14.96,106.56,14,109.93,13.35,112.59,13.03,114.13,12.73,115.29,12.68,115.57,12.65,115.74,12.63,116.02
8kB_1_8kB_1,14.96,106.56,14,109.93,13.35,112.59,13.03,114.13,12.73,115.29,12.68,115.57,12.65,115.74,12.63,116.02
32kB_4_16kB_2,8.12,118.29,7.48,123.5,7.06,127.47,6.87,129.48,6.8,130.09,6.75,130.66,6.72,131,6.7,131.29
16kB_1_8kB_1,14.96,106.56,14,109.93,13.35,112.59,13.03,114.13,12.73,115.29,12.68,115.57,12.65,115.74,12.63,116.02
16kB_1_16kB_2,8.12,118.29,7.48,123.5,7.06,127.47,6.87,129.48,6.8,130.09,6.75,130.66,6.72,131,6.7,131.29
16kB_1_16kB_1,11.39,104.23,10.43,108.52,9.78,112.03,9.46,114.01,9.16,115.77,9.11,116.16,9.08,116.37,9.06,116.63
32kB_1_16kB_2,8.12,118.29,7.48,123.5,7.06,127.47,6.87,129.48,6.8,130.09,6.75,130.66,6.72,131,6.7,131.29
16kB_1_32kB_1,8.36,105.53,7.4,111.75,6.75,117.13,6.43,120.17,6.33,121.11,6.07,123.91,6.04,124.25,6.03,124.52
8kB_1_32kB_4,5.21,162.06,5.2,162.26,5.18,162.68,5.17,162.88,5.21,162.05,5.19,162.42,5.17,162.78,5.16,163.04
8kB_1_32kB_2,5.27,138.28,5.26,138.5,5.22,139.16,5.2,139.4,5.28,138.17,5.24,138.87,5.21,139.28,5.19,139.56
8kB_1_32kB_1,8.36,105.53,7.4,111.75,6.75,117.13,6.43,120.17,6.33,121.11,6.07,123.91,6.04,124.25,6.03,124.52
8kB_1_16kB_1,11.39,104.23,10.43,108.52,9.78,112.03,9.46,114.01,9.16,115.77,9.11,116.16,9.08,116.37,9.06,116.63
8kB_1_16kB_2,8.12,118.29,7.48,123.5,7.06,127.47,6.87,129.48,6.8,130.09,6.75,130.66,6.72,131,6.7,131.29
32kB_1_32kB_4,5.21,162.06,5.2,162.26,5.18,162.68,5.17,162.88,5.21,162.05,5.19,162.42,5.17,162.78,5.16,163.04
32kB_1_32kB_2,5.27,138.28,5.26,138.5,5.22,139.16,5.2,139.4,5.28,138.17,5.24,138.87,5.21,139.28,5.19,139.56
32kB_1_32kB_1,8.36,105.53,7.4,111.75,6.75,117.13,6.43,120.17,6.33,121.11,6.07,123.91,6.04,124.25,6.03,124.52
32kB_4_32kB_4,5.21,162.06,5.2,162.26,5.18,162.68,5.17,162.88,5.21,162.05,5.19,162.42,5.17,162.78,5.16,163.04
32kB_4_32kB_1,8.36,105.53,7.4,111.75,6.75,117.13,6.43,120.17,6.33,121.11,6.07,123.91,6.04,124.25,6.03,124.52
32kB_4_32kB_2,5.27,138.28,5.26,138.5,5.22,139.16,5.2,139.4,5.28,138.17,5.24,138.87,5.21,139.28,5.19,139.56
16kB_2_32kB_4,5.21,162.06,5.2,162.26,5.18,162.68,5.17,162.88,5.21,162.05,5.19,162.42,5.17,162.78,5.16,163.04
16kB_2_16kB_2,8.12,118.29,7.48,123.5,7.06,127.47,6.87,129.48,6.8,130.09,6.75,130.66,6.72,131,6.7,131.29
16kB_2_16kB_1,11.39,104.23,10.43,108.52,9.78,112.03,9.46,114.01,9.16,115.77,9.11,116.16,9.08,116.37,9.06,116.63
32kB_1_8kB_1,14.96,106.56,14,109.93,13.35,112.59,13.03,114.13,12.73,115.29,12.68,115.57,12.65,115.74,12.63,116.02
16kB_1_32kB_2,5.27,138.28,5.26,138.5,5.22,139.16,5.2,139.4,5.28,138.17,5.24,138.87,5.21,139.28,5.19,139.56
16kB_1_32kB_4,5.21,162.06,5.2,162.26,5.18,162.68,5.17,162.88,5.21,162.05,5.19,162.42,5.17,162.78,5.16,163.04
16kB_2_32kB_1,8.36,105.53,7.4,111.75,6.75,117.13,6.43,120.17,6.33,121.11,6.07,123.91,6.04,124.25,6.03,124.52
16kB_2_32kB_2,5.27,138.28,5.26,138.5,5.22,139.16,5.2,139.4,5.28,138.17,5.24,138.87,5.21,139.28,5.19,139.56
