64 bit line size,,,,,,,,,,,,,,,,
32kB_2_16kB_1,84.05,122.7,82.4,124.02,82.37,124.05,82.4,124.03,82.39,124.04,82.31,124.1,82.31,124.1,82.31,124.11
32kB_2_16kB_2,79.89,141.94,79.87,141.96,79.81,142.03,79.87,141.96,79.86,141.97,79.79,142.05,79.79,142.05,79.79,142.05
32kB_2_8kB_1,84.95,121.86,83.3,123.16,83.27,123.19,83.29,123.16,83.29,123.18,83.21,123.23,83.21,123.24,83.21,123.24
32kB_4_8kB_1,84.95,121.86,83.3,123.16,83.27,123.19,83.29,123.16,83.29,123.18,83.21,123.23,83.21,123.24,83.21,123.24
8kB_1_8kB_1,84.95,121.86,83.3,123.16,83.27,123.19,83.29,123.16,83.29,123.18,83.21,123.23,83.21,123.24,83.21,123.24
32kB_4_16kB_2,79.89,141.94,79.87,141.96,79.81,142.03,79.87,141.96,79.86,141.97,79.79,142.05,79.79,142.05,79.79,142.05
16kB_1_8kB_1,84.95,121.86,83.3,123.16,83.27,123.19,83.29,123.16,83.29,123.18,83.21,123.23,83.21,123.24,83.21,123.24
16kB_1_16kB_2,79.89,141.94,79.87,141.96,79.81,142.03,79.87,141.96,79.86,141.97,79.79,142.05,79.79,142.05,79.79,142.05
16kB_1_16kB_1,84.05,122.7,82.4,124.02,82.37,124.05,82.4,124.03,82.39,124.04,82.31,124.1,82.31,124.1,82.31,124.11
32kB_1_16kB_2,79.89,141.94,79.87,141.96,79.81,142.03,79.87,141.96,79.86,141.97,79.79,142.05,79.79,142.05,79.79,142.05
16kB_1_32kB_1,81.78,125.57,80.13,126.99,80.05,127.06,80.13,127,80.12,127,80.04,127.07,80.04,127.07,80.04,127.08
8kB_1_32kB_4,79.35,179.73,79.35,179.74,79.35,179.73,79.35,179.74,79.35,179.74,79.35,179.74,79.35,179.74,79.35,179.74
8kB_1_32kB_2,79.43,144.74,79.43,144.75,79.4,144.78,79.42,144.75,79.42,144.75,79.38,144.8,79.38,144.8,79.38,144.8
8kB_1_32kB_1,81.78,125.57,80.13,126.99,80.05,127.06,80.13,127,80.12,127,80.04,127.07,80.04,127.07,80.04,127.08
8kB_1_16kB_1,84.05,122.7,82.4,124.02,82.37,124.05,82.4,124.03,82.39,124.04,82.31,124.1,82.31,124.1,82.31,124.11
8kB_1_16kB_2,79.89,141.94,79.87,141.96,79.81,142.03,79.87,141.96,79.86,141.97,79.79,142.05,79.79,142.05,79.79,142.05
32kB_1_32kB_4,79.35,179.73,79.35,179.74,79.35,179.73,79.35,179.74,79.35,179.74,79.35,179.74,79.35,179.74,79.35,179.74
32kB_1_32kB_2,79.43,144.74,79.43,144.75,79.4,144.78,79.42,144.75,79.42,144.75,79.38,144.8,79.38,144.8,79.38,144.8
32kB_1_32kB_1,81.78,125.57,80.13,126.99,80.05,127.06,80.13,127,80.12,127,80.04,127.07,80.04,127.07,80.04,127.08
32kB_4_32kB_4,79.35,179.73,79.35,179.74,79.35,179.73,79.35,179.74,79.35,179.74,79.35,179.74,79.35,179.74,79.35,179.74
32kB_4_32kB_1,81.78,125.57,80.13,126.99,80.05,127.06,80.13,127,80.12,127,80.04,127.07,80.04,127.07,80.04,127.08
32kB_4_32kB_2,79.43,144.74,79.43,144.75,79.4,144.78,79.42,144.75,79.42,144.75,79.38,144.8,79.38,144.8,79.38,144.8
16kB_2_32kB_4,79.35,179.73,79.35,179.74,79.35,179.73,79.35,179.74,79.35,179.74,79.35,179.74,79.35,179.74,79.35,179.74
16kB_2_16kB_2,79.89,141.94,79.87,141.96,79.81,142.03,79.87,141.96,79.86,141.97,79.79,142.05,79.79,142.05,79.79,142.05
16kB_2_16kB_1,84.05,122.7,82.4,124.02,82.37,124.05,82.4,124.03,82.39,124.04,82.31,124.1,82.31,124.1,82.31,124.11
32kB_1_8kB_1,84.95,121.86,83.3,123.16,83.27,123.19,83.29,123.16,83.29,123.18,83.21,123.23,83.21,123.24,83.21,123.24
16kB_1_32kB_2,79.43,144.74,79.43,144.75,79.4,144.78,79.42,144.75,79.42,144.75,79.38,144.8,79.38,144.8,79.38,144.8
16kB_1_32kB_4,79.35,179.73,79.35,179.74,79.35,179.73,79.35,179.74,79.35,179.74,79.35,179.74,79.35,179.74,79.35,179.74
16kB_2_32kB_1,81.78,125.57,80.13,126.99,80.05,127.06,80.13,127,80.12,127,80.04,127.07,80.04,127.07,80.04,127.08
16kB_2_32kB_2,79.43,144.74,79.43,144.75,79.4,144.78,79.42,144.75,79.42,144.75,79.38,144.8,79.38,144.8,79.38,144.8
32kB_1_16kB_1,84.05,122.7,82.4,124.02,82.37,124.05,82.4,124.03,82.39,124.04,82.31,124.1,82.31,124.1,82.31,124.11
32kB_4_16kB_1,84.05,122.7,82.4,124.02,82.37,124.05,82.4,124.03,82.39,124.04,82.31,124.1,82.31,124.1,82.31,124.11
16kB_2_8kB_1,84.95,121.86,83.3,123.16,83.27,123.19,83.29,123.16,83.29,123.18,83.21,123.23,83.21,123.24,83.21,123.24
32kB_2_32kB_4,79.35,179.73,79.35,179.74,79.35,179.73,79.35,179.74,79.35,179.74,79.35,179.74,79.35,179.74,79.35,179.74
32kB_2_32kB_2,79.43,144.74,79.43,144.75,79.4,144.78,79.42,144.75,79.42,144.75,79.38,144.8,79.38,144.8,79.38,144.8
32kB_2_32kB_1,81.78,125.57,80.13,126.99,80.05,127.06,80.13,127,80.12,127,80.04,127.07,80.04,127.07,80.04,127.08
,,,,,,,,,,,,,,,,
32 bit line size,,,,,,,,,,,,,,,,
32kB_2_16kB_1,83.48,110.95,82.02,112.01,82.03,112,82.02,112.01,82.02,112.02,80.94,112.79,80.81,112.88,80.81,112.89
32kB_2_16kB_2,81.23,116.25,81.22,116.27,81.06,116.39,81.22,116.27,81.21,116.27,80.19,117.07,80.19,117.07,80.18,117.08
32kB_2_8kB_1,85.19,109.32,83.73,110.33,82.71,111.03,83.73,110.33,83.72,110.33,81.59,111.82,81.42,111.94,81.42,111.95
32kB_4_8kB_1,85.19,109.32,83.73,110.33,82.71,111.03,83.73,110.33,83.72,110.33,81.59,111.82,81.42,111.94,81.42,111.95
8kB_1_8kB_1,85.19,109.32,83.73,110.33,82.71,111.03,83.73,110.33,83.72,110.33,81.59,111.82,81.42,111.94,81.42,111.95
32kB_4_16kB_2,81.23,116.25,81.22,116.27,81.06,116.39,81.22,116.27,81.21,116.27,80.19,117.07,80.19,117.07,80.18,117.08
16kB_1_8kB_1,85.19,109.32,83.73,110.33,82.71,111.03,83.73,110.33,83.72,110.33,81.59,111.82,81.42,111.94,81.42,111.95
16kB_1_16kB_2,81.23,116.25,81.22,116.27,81.06,116.39,81.22,116.27,81.21,116.27,80.19,117.07,80.19,117.07,80.18,117.08
16kB_1_16kB_1,83.48,110.95,82.02,112.01,82.03,112,82.02,112.01,82.02,112.02,80.94,112.79,80.81,112.88,80.81,112.89
32kB_1_16kB_2,81.23,116.25,81.22,116.27,81.06,116.39,81.22,116.27,81.21,116.27,80.19,117.07,80.19,117.07,80.18,117.08
16kB_1_32kB_1,81.8,117.74,80.35,118.94,80.33,118.96,80.35,118.94,80.34,118.95,80.32,118.96,80.2,119.06,80.19,119.07
8kB_1_32kB_4,79.47,128.8,79.47,128.8,79.47,128.8,79.47,128.8,79.47,128.8,79.47,128.8,79.47,128.8,79.47,128.81
8kB_1_32kB_2,79.56,119.44,79.55,119.44,79.53,119.46,79.55,119.44,79.55,119.45,79.52,119.47,79.52,119.47,79.52,119.47
8kB_1_32kB_1,81.8,117.74,80.35,118.94,80.33,118.96,80.35,118.94,80.34,118.95,80.32,118.96,80.2,119.06,80.19,119.07
8kB_1_16kB_1,83.48,110.95,82.02,112.01,82.03,112,82.02,112.01,82.02,112.02,80.94,112.79,80.81,112.88,80.81,112.89
8kB_1_16kB_2,81.23,116.25,81.22,116.27,81.06,116.39,81.22,116.27,81.21,116.27,80.19,117.07,80.19,117.07,80.18,117.08
32kB_1_32kB_4,79.47,128.8,79.47,128.8,79.47,128.8,79.47,128.8,79.47,128.8,79.47,128.8,79.47,128.8,79.47,128.81
32kB_1_32kB_2,79.56,119.44,79.55,119.44,79.53,119.46,79.55,119.44,79.55,119.45,79.52,119.47,79.52,119.47,79.52,119.47
32kB_1_32kB_1,81.8,117.74,80.35,118.94,80.33,118.96,80.35,118.94,80.34,118.95,80.32,118.96,80.2,119.06,80.19,119.07
32kB_4_32kB_4,79.47,128.8,79.47,128.8,79.47,128.8,79.47,128.8,79.47,128.8,79.47,128.8,79.47,128.8,79.47,128.81
32kB_4_32kB_1,81.8,117.74,80.35,118.94,80.33,118.96,80.35,118.94,80.34,118.95,80.32,118.96,80.2,119.06,80.19,119.07
32kB_4_32kB_2,79.56,119.44,79.55,119.44,79.53,119.46,79.55,119.44,79.55,119.45,79.52,119.47,79.52,119.47,79.52,119.47
16kB_2_32kB_4,79.47,128.8,79.47,128.8,79.47,128.8,79.47,128.8,79.47,128.8,79.47,128.8,79.47,128.8,79.47,128.81
16kB_2_16kB_2,81.23,116.25,81.22,116.27,81.06,116.39,81.22,116.27,81.21,116.27,80.19,117.07,80.19,117.07,80.18,117.08
16kB_2_16kB_1,83.48,110.95,82.02,112.01,82.03,112,82.02,112.01,82.02,112.02,80.94,112.79,80.81,112.88,80.81,112.89
32kB_1_8kB_1,85.19,109.32,83.73,110.33,82.71,111.03,83.73,110.33,83.72,110.33,81.59,111.82,81.42,111.94,81.42,111.95
16kB_1_32kB_2,79.56,119.44,79.55,119.44,79.53,119.46,79.55,119.44,79.55,119.45,79.52,119.47,79.52,119.47,79.52,119.47
16kB_1_32kB_4,79.47,128.8,79.47,128.8,79.47,128.8,79.47,128.8,79.47,128.8,79.47,128.8,79.47,128.8,79.47,128.81
16kB_2_32kB_1,81.8,117.74,80.35,118.94,80.33,118.96,80.35,118.94,80.34,118.95,80.32,118.96,80.2,119.06,80.19,119.07
16kB_2_32kB_2,79.56,119.44,79.55,119.44,79.53,119.46,79.55,119.44,79.55,119.45,79.52,119.47,79.52,119.47,79.52,119.47
32kB_1_16kB_1,83.48,110.95,82.02,112.01,82.03,112,82.02,112.01,82.02,112.02,80.94,112.79,80.81,112.88,80.81,112.89
32kB_4_16kB_1,83.48,110.95,82.02,112.01,82.03,112,82.02,112.01,82.02,112.02,80.94,112.79,80.81,112.88,80.81,112.89
