1024B_1W_16B_1024B_1W_16B,76288238.9889549,2047707.382,2699824.112373,71209638.5588619,1431680.248,3329117.994477,86720051.6736064,1335809.548,4482057.165801,105344337.401952,1306058.884,6124859.781324,124791452.614664,1292517.106,8034954.183672,144667567.278103,1285845.562,9987924.050626,164614803.591498,1281185.782,12036175.263629,
1024B_1W_16B_1024B_1W_32B,79715804.7171247,2127843.856,2803929.187192,77297288.6006925,1531460.392,3625055.723013,87214658.7929235,1342153.444,4546431.07148,105877183.098143,1311633.328,6211090.012416,125407219.907109,1297998.088,8141414.777168,145373853.665186,1291332.982,10111278.446409,165416585.949989,1286717.38,12179065.862785,
1024B_1W_16B_1024B_1W_64B,100143776.72492,2542797.61,3531285.560001,83742492.9751903,1613653.24,4166770.301925,92973707.9748836,1399181.482,5142748.540131,111920832.37147,1362024.898,6903686.624422,132186990.968147,1347771.832,8910551.23263,152953907.940434,1341142.024,10958428.371623,173813807.533358,1336668.946,13104239.862578,
1024B_1W_16B_2048B_1W_16B,80135227.8001424,1935760.636,3245148.587783,76631066.1458617,1411815.994,3759914.78032,89821454.6415047,1296640.396,4666462.300401,108020092.697101,1270283.89,6077290.760274,126946997.373076,1257728.902,7971356.717882,146262037.462488,1251254.938,9887964.701575,165760409.412209,1247457.406,11674441.340424,
1024B_1W_16B_2048B_2W_16B,77753163.4156796,1869735.73,2961005.826054,73014465.6849562,1346010.646,3362581.001614,88679989.4567897,1274239.6,4410235.204125,107046024.502388,1253334.97,5886345.87222,125909569.427853,1242641.452,7714535.787216,144955130.851574,1235973.238,9634277.437153,164069542.53605,1231235.314,11580640.829505,
1024B_1W_16B_2048B_1W_32B,77793371.0006952,1912870.138,3201564.163138,78854902.181173,1458388.63,3925816.782564,88701421.6641457,1291696.6,4662342.280351,106844567.630624,1265372.506,6095900.061192,125709027.125829,1252874.572,7998834.74363,144956003.823744,1246436.794,9908557.199706,164387283.946399,1242688.546,11702660.988532,
1024B_1W_16B_2048B_2W_32B,70540179.1065664,1739395.864,2767828.227763,71521715.3979566,1330035.634,3305673.858713,87124691.3816833,1260136.492,4368731.531076,105406943.436468,1240566.304,5859583.41305,123942058.15548,1228731.706,7685565.920278,142792723.891923,1222250.416,9589014.690295,161712124.266892,1217665.006,11523523.412165,
1024B_1W_16B_2048B_1W_64B,97785535.6462522,2310297.64,3658339.593219,85546071.8369073,1553376.874,4191847.699229,93814893.0411055,1348401.61,4951571.235928,112053802.726235,1313699.458,6646691.605691,131548398.153988,1299922.36,8659076.08722,151501221.403068,1293110.29,10681218.66507,171566980.602953,1288579.492,12736510.214634,
1024B_1W_16B_2048B_2W_64B,78924475.8601062,1880501.116,2904383.899302,78828105.3304236,1424179.006,3649462.690837,90856139.7508162,1292968.348,4680727.74007,108536419.060402,1262033.314,6208125.016463,127274686.128203,1249024.114,8089705.325811,146422385.976514,1242354.346,10055832.441297,165674944.121035,1237861.288,12050191.920152,
1024B_1W_16B_4096B_1W_16B,93998133.1007743,1877432.614,4445196.712503,88021039.6553969,1394694.28,4381769.633646,99850546.8592969,1278729.25,5219715.911896,117491171.744121,1252009.996,6480616.1902,136482789.508363,1243268.08,8136961.524146,155513285.107752,1236824.752,9882755.436694,174699977.974513,1232723.968,11686742.132882,
1024B_1W_16B_4096B_2W_16B,92826640.8876871,1846136.722,4185387.236744,84482296.9783093,1340534.608,4132789.123416,99404125.2455264,1268463.418,5016485.57245,117534715.789589,1247934.412,6262813.228492,136438534.927809,1239031.99,8014310.332445,155402655.160644,1232613.97,9837212.933372,174491378.755661,1228324.93,11607856.052866,
1024B_1W_16B_4096B_4W_16B,92988787.5608253,1826700.274,4036715.281036,84014147.1426326,1321256.89,4033445.74051,99676872.2579071,1261148.392,4944916.910358,118070952.349817,1244278.168,6298838.932008,136918537.859766,1235441.902,8168653.028547,156000191.082435,1230306.376,10004449.316826,175139819.031525,1226599.42,11728225.965171,
1024B_1W_16B_4096B_1W_32B,88191171.3494874,1833759.844,4398037.02103,88475892.4688618,1434094.354,4573817.438265,96767417.3973649,1268733.88,5170511.594432,114692581.647576,1245773.752,6480347.40162,133640285.7409,1237358.62,8136580.824578,152612479.398695,1231092.226,9890970.457118,171731859.642736,1227101.332,11697374.037135,
1024B_1W_16B_4096B_2W_32B,82174875.2003825,1706585.908,3918978.049036,81077028.8235354,1319127.532,4061831.531233,96161742.4313208,1251424.192,4951018.697706,114504217.433842,1235181.784,6229854.052864,133086052.425668,1225194.226,7984997.440775,151883977.564485,1219105.654,9793080.798049,170768936.250337,1214854.798,11557592.745393,
1024B_1W_16B_4096B_4W_32B,82733467.7109041,1675587.592,3751841.920731,81122601.3691976,1294604.956,3941732.308337,97384989.1873319,1245174.436,4893471.071982,115691597.266228,1229730.562,6246621.362566,134336410.810798,1221072.34,8111482.112234,153174136.375285,1215802.948,9945708.737888,172096861.184373,1212173.248,11657924.406249,
1024B_1W_16B_4096B_1W_64B,101899746.631677,2086953.118,4600478.615468,92834745.6730377,1499024.302,4729433.009565,100107804.74894,1309392.568,5315356.127821,117615289.457888,1276073.254,6746495.630734,136839738.603977,1265887.45,8638570.331521,156261003.33597,1259537.806,10476692.945595,175883012.658402,1255840.174,12295400.5575,
1024B_1W_16B_4096B_2W_64B,85261626.0399866,1755515.128,3676476.898144,85209292.0156842,1371500.86,4105183.925189,98209226.8121732,1271082.046,5012470.37299,115687964.334035,1243657.942,6379539.987957,134307238.045112,1232858.53,8182517.721332,153222755.196611,1226730.886,10082719.108551,172250223.479277,1222611.676,11948604.474701,
1024B_1W_16B_4096B_4W_64B,81017325.353856,1612534.69,3236088.137683,82513386.4231841,1290919.96,3737827.802112,98630499.2929251,1241082.514,4769915.972753,116715404.105299,1224331.504,6200994.798522,135181150.441598,1214994.85,8115792.803048,153908846.804167,1209672.4,9996385.210259,172739833.504527,1206107.524,11727520.665736,
1024B_1W_32B_1024B_1W_16B,66116896.545808,1700237.572,2259909.378469,55790110.6886304,1086619.804,2558732.189607,65786088.5856272,990602.584,3355590.61937,78885130.0883195,960838.822,4519117.027848,92803487.6164615,947297.266,5880530.732292,107148728.513308,940624.39,7274928.091214,121564828.8982,935965.72,8739710.538616,
1024B_1W_32B_1024B_1W_32B,69601553.6134838,1779974.668,2362181.500735,61949149.1272536,1186441.684,2856154.654934,66375021.7527876,996936.268,3410086.401544,79513080.4752496,966410.824,4592013.839965,93514612.8866367,952778.248,5972770.123936,107949871.701412,946107.814,7383094.332619,122461735.834208,941495.764,8865056.431028,
1024B_1W_32B_1024B_1W_64B,89772749.0471262,2193945.85,3066434.979384,68275472.9724325,1268622.988,3328638.928142,72022579.6681791,1053960.088,3910219.572099,85447467.0036735,1016802.838,5171390.231966,100185253.901553,1002551.992,6626936.743706,115421257.553425,995920.63,8113520.681871,130749965.234498,991448.662,9673796.367214,
1024B_1W_32B_2048B_1W_16B,68536936.8112925,1589587.75,2683721.900264,59700220.0635509,1066682.956,2857998.254038,67386438.140492,951442.312,3435038.238251,80058313.6202241,925066.048,4423332.588722,93455866.7774531,912508.174,5747810.646682,107240216.742016,906034.876,7092468.364561,121207103.955683,902237.566,8357943.698517,
1024B_1W_32B_2048B_2W_16B,66049417.0694953,1523606.356,2443522.177381,55982400.5641997,1000969.96,2517213.332643,66124925.3317566,929035.078,3231337.286833,78962948.8501617,908114.686,4263290.852676,92296908.7352539,897421.168,5541289.31396,105811755.266368,890752.954,6879709.514277,119394942.687291,886015.252,8241139.071373,
1024B_1W_32B_2048B_1W_32B,66468933.1733527,1566635.98,2640782.600183,62180173.3280012,1113249.154,3030810.457826,66536409.7712482,946485.64,3428565.364113,79153690.1595627,920153.11,4433463.224908,92488985.0934977,907654.288,5764331.926294,106204981.86354,901214.956,7103720.630787,120104960.06586,897468.484,8373570.455471,
1024B_1W_32B_2048B_2W_32B,59073475.7996799,1393371.496,2244233.394765,54683897.9867637,984920.134,2466618.993086,64767974.5960867,914927.53,3188676.389683,77522211.0803987,895346.02,4229562.202584,90528061.0535595,883511.422,5497676.40635,103847844.417919,877029.244,6819817.809157,117236092.614797,872444.944,8166817.68857,
1024B_1W_32B_2048B_1W_64B,86330474.3663342,1963449.652,3116661.751222,68848294.2406361,1208125.954,3310111.602413,71643958.4360122,1003180.216,3718619.52523,84360111.7149617,968479.174,4912424.083007,98325987.6203171,954702.076,6344127.417236,112747506.755807,947885.122,7786076.67597,127282355.482136,943357.654,9257082.890083,
1024B_1W_32B_2048B_2W_64B,67228067.5137031,1534526.254,2395981.779685,61776981.4523904,1079142.094,2805771.009204,68298434.6893254,947763.604,3463414.487276,80453514.3980208,916812.808,4523712.633412,93662893.4714637,903804.052,5841948.348183,107279738.023255,897133.174,7219851.205629,121001118.675956,892641.226,8620891.91225,
1024B_1W_32B_4096B_1W_16B,79381029.9716013,1531517.692,3686021.649902,68045978.145117,1049454.682,3312636.16516,74383231.4340201,933579.118,3818993.268565,86493274.779751,906797.704,4682906.065044,99954017.4678181,898048.684,5835714.93578,113453810.76928,891605.8,7056547.740537,127108917.868322,887503.906,8318455.011684,
1024B_1W_32B_4096B_2W_16B,78106181.2945188,1500147.652,3450413.699261,64427786.0378487,995467.948,3084515.891807,73829643.8320065,923285.758,3656943.388633,86430323.4761524,902721.454,4520408.632804,99803354.2349717,893812.372,5742506.942236,113236699.999755,887394.352,7012578.697812,126793982.793134,883104.868,8250504.586075,
1024B_1W_32B_4096B_4W_16B,78044344.7076065,1480659.7,3321706.410866,63745513.0831959,976273.036,2990642.373881,73876361.7253499,915946.312,3593182.241047,86741164.7505102,899060.104,4538971.015535,100058514.997562,890222.506,5840689.797058,113609408.965439,885089.644,7118307.360458,127217064.372465,881379.58,8325841.887599,
1024B_1W_32B_4096B_1W_32B,74243970.2655079,1487913.298,3647109.508334,69145415.2513931,1088898.046,3523684.302142,71952410.0832887,923551.78,3774268.938841,84348305.9096317,900555.91,4678704.821073,97765637.1080795,892139.224,5831528.758835,111206986.956884,885872.608,7058470.852188,124794809.796135,881881.048,8320304.716406,
1024B_1W_32B_4096B_2W_32B,68054406.8609207,1360727.818,3178981.60553,61576738.2779967,974010.922,3017374.650948,71142720.4520745,906231.214,3590986.049167,83954966.56804,889963.72,4481582.974904,97006946.2587402,879975.274,5698695.432537,110273954.191036,873886.258,6954324.550395,123627499.64943,869635.18,8182376.835593,
1024B_1W_32B_4096B_4W_32B,68174505.3099725,1329715.294,3030116.240837,61185554.2958114,949512.1,2900389.299486,71921010.3235682,899968.138,3540668.287671,84698172.4454647,884510.944,4482686.551826,97812813.1152357,875852.5,5775507.884378,111119653.540234,870584.662,7045821.741637,124510568.088117,866953.186,8239656.601894,
1024B_1W_32B_4096B_1W_64B,88050396.5266588,1740952.282,3897636.805579,73657463.5162148,1153747.408,3693131.595616,75455239.7194955,964172.284,3942521.451242,87439605.5302039,930854.08,4928938.661008,101134238.214035,920667.388,6254176.642613,115024732.382952,914317.966,7553209.673548,129115132.547805,910619.89,8839478.337155,
