1024B_1W_16B_1024B_1W_16B,54093139.5395283,1382580.34,1080028.965824,52264783.8806746,992668.198,1712202.084888,49649853.105455,753783.988,2201882.745176,49107502.634278,618881.248,2539428.775188,54536459.9202938,577917.808,3031385.11826,62353972.0252136,566420.206,3647340.458504,70565202.1150087,560303.884,4375719.575692,
1024B_1W_16B_1024B_1W_32B,58306725.4546698,1475251.468,1171808.80642,54815705.8440099,1032146.794,1954198.318156,52327260.6287813,785842.9,2563910.159404,51174896.162512,638487.736,2857753.901812,56766926.8861303,596036.452,3341709.554692,64851049.2174731,584323.51,3953412.92952,73348973.0893105,578193.424,4690750.8446,
1024B_1W_16B_1024B_1W_64B,70678618.9865335,1707338.8,1702296.961608,63118604.0805498,1139600.884,2572488.238612,61968228.704745,889219.96,3314901.387056,63062562.8585143,748604.272,3751546.125832,69252337.0359915,695610.874,4276055.854308,78906586.4003024,683719.222,5013077.36318,88995383.7078268,677586.472,5882093.532828,
1024B_1W_16B_2048B_1W_16B,55768063.1453163,1287898.624,1199973.23086,52308552.3080068,922189.144,1713106.230348,50645258.7925123,721486.27,2180354.334856,49570195.1440402,592464.754,2477264.819244,54528871.7105987,552664.594,2938785.245476,61980348.8122891,541852.084,3505246.091828,69774866.362901,535761.958,4205374.828516,
1024B_1W_16B_2048B_2W_16B,50375660.2866979,1164700.84,1090561.418268,48835534.5819979,859765.414,1615287.738636,47361557.0131089,674409.4,2066717.105068,47355779.7654053,564416.17,2381291.35616,52650206.5480185,531610.564,2826575.050348,59803246.3918494,521127.28,3389281.90814,67305847.8611961,515327.086,4061233.89828,
1024B_1W_16B_2048B_1W_32B,59358060.0038109,1373828.758,1223118.855468,54050516.2646567,954203.47,1891120.897784,52398506.3800474,745384.498,2478198.267628,50404918.1918156,601931.428,2729049.251496,55345992.782166,560360.818,3166961.465176,62841618.0443029,548870.098,3730116.993476,70751398.50961,542766.43,4419720.131672,
1024B_1W_16B_2048B_2W_32B,51852474.4463383,1199989.552,1042424.240808,52059582.1314991,910422.076,1787679.156852,48915207.2728617,693413.524,2307839.234956,47921746.3507754,569565.718,2584800.165408,52758437.7658424,531849.028,2999509.219272,59856088.3990654,520864.024,3546713.615932,67338124.2961294,514929.298,4206651.921308,
1024B_1W_16B_2048B_1W_64B,70824639.6380391,1586617.534,1620665.996008,60927408.5162726,1043877.04,2393938.025632,60216980.107879,828867.82,3103279.14456,60196285.8769769,691905.142,3483471.660584,65313073.2074999,639133.744,3942285.5277,74033951.1478152,627352.426,4607784.858748,83200120.9440757,621237.88,5402356.916352,
1024B_1W_16B_2048B_2W_64B,57334599.6737212,1280490.274,1289570.714112,55924378.2386762,949472.512,2182541.378444,52482049.9456754,722704.618,2732174.648144,50146133.9353386,581127.226,2945253.16208,54891727.2300921,541176.772,3348109.222456,62061618.653275,529646.092,3902334.236044,69686294.9645576,523746.886,4565712.399908,
1024B_1W_16B_4096B_1W_16B,59724284.893614,1155294.082,1440176.234776,55398050.0351207,849561.01,1788905.865644,52683326.2692762,669588.496,2155676.716136,51381176.7481519,556878.874,2417086.363868,56639539.7727572,527020.096,2873556.016436,63620999.4862472,516468.658,3384645.389596,70955637.9835412,510382.306,4039491.535308,
