32768B_2W_64B_16384B_1W_64B,271.22,133.71,269.45,134.24,267.41,134.41,265.03,135.54,262.25,136.28,259.06,137.08,255.46,137.92,
32768B_2W_64B_16384B_2W_64B,214.15,163.41,212.57,163.77,211.05,164.14,209.48,164.49,207.80,164.84,205.98,165.17,204.00,165.47,
32768B_2W_64B_8192B_1W_64B,279.49,132.46,278.75,132.81,277.79,133.24,276.52,133.77,274.86,134.37,272.74,135.04,270.15,135.78,
32768B_4W_64B_8192B_1W_64B,277.14,133.39,276.11,133.52,274.75,133.73,273.03,134.02,270.94,134.39,268.49,134.83,265.69,135.34,
8192B_1W_64B_8192B_1W_64B,277.20,136.64,274.78,136.23,272.38,135.90,270.04,135.64,267.76,135.46,265.55,135.37,263.41,135.36,
32768B_4W_64B_16384B_2W_64B,217.44,162.92,214.42,163.31,211.31,163.71,208.09,164.10,204.79,164.49,201.44,164.86,198.09,165.20,
16384B_1W_64B_8192B_1W_64B,275.52,134.64,273.68,134.50,271.92,134.45,270.23,134.48,268.59,134.60,266.97,134.81,265.30,135.11,
16384B_1W_64B_16384B_2W_64B,210.78,163.90,208.19,164.04,206.04,164.18,204.32,164.33,202.98,164.48,201.96,164.62,201.17,164.76,
16384B_1W_64B_16384B_1W_64B,267.53,134.61,264.70,134.65,262.00,134.77,259.43,134.98,256.95,135.26,254.52,135.62,252.07,136.05,
32768B_1W_64B_16384B_2W_64B,210.18,163.63,209.10,163.95,208.21,164.28,207.41,164.60,206.58,164.90,205.67,165.18,204.61,165.44,
16384B_1W_64B_32768B_1W_64B,247.18,137.19,244.04,137.45,241.21,137.77,238.65,138.12,236.30,138.52,234.07,138.95,231.90,139.41,
8192B_1W_64B_32768B_4W_64B,207.56,196.14,207.80,196.17,208.23,196.19,208.86,196.20,209.66,196.22,210.58,196.23,211.55,196.23,
8192B_1W_64B_32768B_2W_64B,213.18,164.99,212.07,164.91,211.26,164.81,210.74,164.69,210.48,164.54,210.43,164.37,210.52,164.17,
8192B_1W_64B_32768B_1W_64B,251.27,136.64,247.60,136.67,244.22,136.74,241.16,136.86,238.43,137.03,235.97,137.24,233.74,137.50,
8192B_1W_64B_16384B_1W_64B,270.89,133.37,267.38,135.58,263.94,135.41,260.63,135.32,257.44,135.31,254.41,135.37,251.52,135.51,
8192B_1W_64B_16384B_2W_64B,214.53,164.00,208.19,164.04,208.10,164.09,205.50,164.14,203.33,164.20,201.58,164.26,200.21,164.32,
32768B_1W_64B_32768B_4W_64B,204.95,201.86,205.89,201.83,206.68,201.78,207.27,201.68,207.60,201.56,207.66,201.39,207.45,201.18,
32768B_1W_64B_32768B_2W_64B,207.93,166.66,207.96,166.69,207.96,166.69,207.84,166.66,207.56,166.60,207.07,166.51,206.38,166.38,
32768B_1W_64B_32768B_1W_64B,242.49,139.68,240.13,140.37,237.77,141.10,235.35,141.84,232.84,142.60,230.20,143.35,227.45,144.10,
32768B_4W_64B_32768B_4W_64B,207.46,201.87,206.80,202.09,205.81,202.26,204.50,202.39,202.91,202.47,201.09,202.50,199.07,202.47,
32768B_4W_64B_32768B_1W_64B,254.52,137.42,250.08,138.02,245.39,138.66,240.51,139.34,235.51,140.04,230.43,140.76,225.35,141.48,
32768B_4W_64B_32768B_2W_64B,212.37,166.22,210.26,166.47,207.96,166.69,205.49,166.87,202.88,167.00,200.17,167.08,197.40,167.11,
16384B_2W_64B_32768B_4W_64B,208.08,197.65,208.84,197.74,209.68,197.83,210.53,197.91,211.28,197.97,211.84,198.03,212.13,198.07,
16384B_2W_64B_16384B_2W_64B,214.22,163.42,211.46,163.57,209.10,163.73,207.09,163.91,208.09,164.09,203.85,164.27,202.43,164.46,
16384B_2W_64B_16384B_1W_64B,270.41,134.71,267.77,134.65,265.21,134.68,262.70,134.79,260.17,134.98,257.56,135.25,254.78,135.59,
32768B_1W_64B_8192B_1W_64B,277.85,132.34,277.15,132.79,276.36,133.33,275.38,133.96,274.10,134.66,272.44,135.43,270.34,136.27,
16384B_1W_64B_32768B_2W_64B,210.53,165.64,209.90,165.59,209.57,165.51,209.47,165.40,209.50,165.28,209.59,165.12,209.62,164.94,
16384B_1W_64B_32768B_4W_64B,206.26,197.95,206.87,197.95,207.66,197.93,208.57,197.91,209.52,197.88,210.43,197.83,211.18,197.78,
16384B_2W_64B_32768B_1W_64B,248.69,136.49,249.55,136.71,246.55,136.98,243.67,137.31,240.85,137.68,238.00,138.09,235.06,138.54,
16384B_2W_64B_32768B_2W_64B,213.34,165.11,212.67,165.14,212.21,165.15,211.87,165.14,211.54,165.10,211.12,165.04,210.53,164.95,
32768B_1W_64B_16384B_1W_64B,267.46,134.03,265.83,134.65,264.08,135.34,262.12,136.10,259.88,136.92,257.29,137.78,254.35,138.69,
32768B_4W_64B_16384B_1W_64B,272.55,133.67,270.17,134.00,267.41,134.41,264.25,134.89,260.71,135.44,256.84,136.05,252.68,136.71,
16384B_2W_64B_8192B_1W_64B,276.10,135.20,274.41,134.97,272.80,134.81,271.23,134.74,269.67,134.76,268.04,134.86,266.27,135.05,
32768B_2W_64B_32768B_4W_64B,207.24,201.99,207.83,202.04,208.17,202.06,208.23,202.04,207.99,201.97,207.46,201.87,206.67,201.72,
32768B_2W_64B_32768B_2W_64B,210.96,166.66,210.47,166.77,209.84,166.84,209.02,166.89,208.00,166.89,206.77,166.85,205.35,166.78,
32768B_2W_64B_32768B_1W_64B,248.24,138.87,245.31,139.56,242.25,140.27,239.04,141.01,235.66,141.77,232.15,142.53,228.52,143.29,
32768B_2W_32B_16384B_1W_32B,251.33,132.15,247.85,133.57,244.48,134.94,241.17,136.26,237.85,137.52,234.46,138.71,230.94,139.82,
32768B_2W_32B_16384B_2W_32B,197.13,142.17,194.27,143.11,191.79,143.97,189.61,144.77,187.64,145.51,185.81,146.16,184.05,146.75,
32768B_2W_32B_8192B_1W_32B,256.65,130.31,254.39,131.81,252.26,133.28,250.23,134.72,248.20,136.12,246.08,137.47,243.80,138.77,
32768B_4W_32B_8192B_1W_32B,256.53,126.97,255.73,128.36,254.90,129.75,253.95,131.11,252.76,132.45,251.28,133.76,249.46,135.02,
8192B_1W_32B_8192B_1W_32B,270.96,120.27,266.36,121.45,261.72,122.67,257.08,123.93,252.52,125.21,248.06,126.51,243.77,127.82,
32768B_4W_32B_16384B_2W_32B,197.59,139.51,195.04,140.53,192.71,141.48,190.51,142.36,188.37,143.17,186.26,143.91,184.16,144.58,
16384B_1W_32B_8192B_1W_32B,265.03,124.24,260.84,125.59,256.70,126.95,252.67,128.33,248.78,129.70,245.07,131.07,241.57,132.42,
16384B_1W_32B_16384B_2W_32B,207.30,136.04,203.07,136.96,199.16,137.86,195.62,138.73,192.48,139.57,189.76,140.36,187.45,141.11,
16384B_1W_32B_16384B_1W_32B,261.09,125.49,255.95,126.82,250.88,128.14,245.94,129.45,241.20,130.73,236.69,131.99,232.45,133.21,
32768B_1W_32B_16384B_2W_32B,198.28,143.26,195.52,144.15,193.14,144.97,191.11,145.73,189.33,146.42,187.73,147.04,186.22,147.58,
16384B_1W_32B_32768B_1W_32B,242.70,127.43,238.72,128.51,235.02,129.56,231.61,130.57,228.49,131.54,225.65,132.47,223.03,133.34,
8192B_1W_32B_32768B_4W_32B,207.91,152.68,207.54,152.20,207.28,151.75,207.14,151.34,207.14,150.97,207.29,150.62,207.58,150.91,
8192B_1W_32B_32768B_2W_32B,212.27,130.90,210.63,131.51,209.16,132.12,207.88,132.73,206.81,133.32,205.95,133.90,205.30,134.46,
8192B_1W_32B_32768B_1W_32B,246.01,122.76,241.74,123.83,237.68,124.89,233.88,125.94,230.36,126.96,227.16,127.96,224.28,128.93,
8192B_1W_32B_16384B_1W_32B,267.84,121.22,262.42,122.42,256.95,123.65,251.50,124.90,246.14,126.15,240.95,127.39,235.99,128.63,
8192B_1W_32B_16384B_2W_32B,213.62,132.20,209.03,133.10,204.66,134.00,200.56,134.89,196.77,135.77,193.33,136.63,190.29,137.46,
32768B_1W_32B_32768B_4W_32B,207.89,151.76,208.38,151.33,208.84,150.90,209.20,150.47,209.34,150.05,209.20,149.62,208.72,149.19,
32768B_1W_32B_32768B_2W_32B,207.98,141.46,207.28,141.96,206.65,142.41,206.01,142.80,205.25,143.15,204.30,143.43,203.12,143.67,
32768B_1W_32B_32768B_1W_32B,236.82,136.65,233.58,137.66,230.51,138.60,227.53,139.47,224.55,140.26,221.53,140.98,218.41,141.63,
32768B_4W_32B_32768B_4W_32B,198.73,154.81,198.62,154.30,198.29,153.79,197.72,153.27,196.90,152.75,195.85,152.22,194.58,151.69,
32768B_4W_32B_32768B_1W_32B,239.25,131.80,235.59,132.95,231.86,134.03,228.04,135.03,224.13,135.97,220.17,136.82,216.17,137.60,
32768B_4W_32B_32768B_2W_32B,201.43,139.00,200.17,139.61,198.84,140.17,197.39,140.66,195.80,141.09,194.09,141.46,192.26,141.77,
16384B_2W_32B_32768B_4W_32B,204.74,153.15,204.62,152.71,204.66,152.29,204.83,151.89,205.09,151.51,205.38,151.14,205.62,150.78,
