1024B_1W_16B_1024B_1W_16B,196544767.529397,4771673.594,3449712.010276,217891738.316,3875568.114,4770453.199036,244478262.434202,3417445.098,6038842.031208,270569071.623671,3110953.674,7420252.390276,295095911.246691,2879829.252,8894535.000768,316973217.862206,2686585.318,10492892.943256,335706576.260509,2514873.646,12174394.477476,
1024B_1W_16B_1024B_1W_32B,200918535.105369,4870718.134,3392739.791744,221081043.53178,3925241.274,4873842.412856,246763086.006075,3443443.17,6327246.233548,272088543.858071,3123359.13,7893054.902252,296351268.483047,2887406.43,9516337.207168,318178160.863126,2692358.698,11262866.555584,336884622.000288,2519461.324,13076170.05738,
1024B_1W_16B_1024B_1W_64B,213672103.930389,5064344.964,3658712.327176,229131550.887474,3996198.51,5448521.542424,253643690.931311,3486358.052,7205810.796872,278674015.05502,3156711.99,9028732.68536,303052039.389272,2917527.414,10876958.812872,325130917.008115,2721070.734,12818614.83132,344197495.746605,2547803.692,14835027.475588,
1024B_1W_16B_2048B_1W_16B,198771450.649254,4376177.844,3978525.3488,221410141.015718,3655447.838,5228504.976948,247638306.934145,3260515.734,6393289.98048,272945490.762683,2985412.224,7631422.649972,296086557.120132,2768668.074,8954332.103752,316965150.099574,2587959.346,10390798.844644,334509834.632166,2424084.496,11906401.891772,
1024B_1W_16B_2048B_2W_16B,184865811.02711,4054211.028,3595079.900148,213197083.668927,3501224.634,4884377.094336,242833902.300267,3179500.002,6122892.830124,269124342.088467,2928623.574,7361831.142236,292605126.171496,2723500.902,8684771.851096,312737866.596383,2543128.654,10107707.492656,329683008.846434,2380474.138,11601900.579616,
1024B_1W_16B_2048B_1W_32B,200162803.371016,4456443.534,3740554.114944,224076065.496889,3726886.044,5078072.301392,249822553.762443,3308106.212,6394243.942556,274313972.621164,3014546.82,7812633.183268,297261620.099131,2790473.34,9306476.909432,317848407.295161,2603709.712,10915872.307544,335069774.221443,2434989.712,12596016.593648,
1024B_1W_16B_2048B_2W_32B,188516835.707253,4159200.132,3410374.404544,217995912.036781,3593325.17,4784375.120576,246819798.465194,3241371.384,6155311.889604,271752219.553254,2965010.688,7569153.9508,294220907.048913,2744850.18,9053473.871148,313890123.250827,2557487.128,10642298.236732,330182481.608666,2388149.08,12288311.251636,
1024B_1W_16B_2048B_1W_64B,213988270.370543,4703095.49,3828154.24806,232439739.564856,3828535.95,5379430.164788,256647977.821583,3370545.088,6977574.50058,280212139.130141,3057043.608,8689490.194556,302805248.140457,2823756.684,10445454.272956,323271118.713157,2631882.886,12277116.232572,340525649.771432,2460245.584,14190353.23972,
1024B_1W_16B_2048B_2W_64B,203284426.448117,4377827.502,3538627.074812,228744888.61899,3703169.146,5117257.914336,255128124.713005,3302538.71,6775658.064764,278298812.682647,2999850.456,8471784.140196,299757075.129983,2767040.61,10187561.81376,318994722.72626,2574438.802,11976151.759188,335049254.09799,2402264.038,13825379.707248,
1024B_1W_16B_4096B_1W_16B,217872222.097138,4030287.708,5309580.97716,235335813.68144,3399490.312,6270373.970096,258565993.02498,3055077.504,7352868.349548,281950617.204128,2815509.756,8519149.290684,302879352.613169,2618477.446,9762798.035584,322143541.212208,2454948.916,11079174.781064,338890084.448605,2309011.666,12412741.83082,
