1024B_1W_16B_1024B_1W_16B,35400884.7060416,871199.934,720279.474511,34556386.5101917,630505.98,1281118.635242,35498420.3846024,512343.372,1840567.757669,35496143.891866,424565.904,2188657.246789,35600280.2869719,363431.1,2402523.128019,36842597.2009433,326955.39,2610771.275804,38890536.4102635,304421.058,2863339.698349,
1024B_1W_16B_1024B_1W_32B,38633230.573625,944982.36,796011.910262,37170525.9073036,673779.612,1420833.853836,37634218.9317048,540020.394,2031911.730815,37601340.1586049,446896.056,2416720.167761,37624950.2163802,381593.868,2657714.736848,38902323.2243896,342993.84,2892221.625118,40910491.2323453,318315.21,3173711.446662,
1024B_1W_16B_1024B_1W_64B,43318257.4823061,1027705.35,949697.630207,40064093.7164765,707040.78,1627811.717802,40256276.8212662,563380.584,2270962.370239,40784824.7031747,472529.748,2713846.660427,41138528.3456083,406655.244,3022556.377656,42732333.202818,367461.588,3305931.602211,45033818.7251337,342133.386,3624946.569833,
1024B_1W_16B_2048B_1W_16B,34010888.0072654,759320.514,818535.248251,33568607.0452217,567944.97,1345665.359371,34017476.9596062,462321.588,1810822.777995,33597609.4208883,382392.264,2092144.389248,33781962.4017035,330241.8,2222430.68701,34538455.3627471,295350.06,2373998.362158,36294778.5157657,274963.578,2594075.902537,
1024B_1W_16B_2048B_2W_16B,31605093.2239496,703706.076,734983.440714,32108086.2230184,541099.512,1253757.28973,32450540.7179628,439879.056,1725187.237677,31474990.2446848,358252.32,1985185.939519,32029929.5309743,312892.614,2136222.709651,33417339.4833681,285070.686,2305147.733592,35464415.3918257,267846.372,2509531.675304,
1024B_1W_16B_2048B_1W_32B,35025574.9857043,790292.4,824583.202224,35219975.782067,598775.886,1400822.597893,35290185.7334616,481379.844,1909821.77302,34844225.9593331,397396.134,2209394.947706,34534352.3077213,338395.416,2363468.445039,35143827.4310862,301143.816,2539131.710702,36689281.941814,278556.648,2762113.607001,
1024B_1W_16B_2048B_2W_32B,33187352.0287434,742237.026,757298.094435,34103495.7058172,575123.64,1325026.98945,34521045.842712,467451.198,1855572.028243,33960965.227301,385083.204,2160128.186715,33366536.8407063,325617.396,2288946.57273,34290739.4672162,292534.956,2461936.302963,35913427.7720175,271513.554,2677664.566023,
1024B_1W_16B_2048B_1W_64B,38169347.8983846,849099.876,890177.420355,37422434.9008413,628547.982,1506850.795464,37258953.6062974,502342.98,2064630.529404,36935297.6674377,416132.61,2394765.796159,36528983.2959655,353609.862,2600329.957803,37175095.9404552,314745.432,2807222.724539,38553351.5478099,289500.924,3039155.864501,
1024B_1W_16B_2048B_2W_64B,38846142.3707777,841916.97,902814.491289,37331066.0376846,615401.268,1509703.968109,37428778.6102012,496724.952,2058139.767506,37047923.8662628,411874.11,2406072.427125,36371458.2006958,348224.934,2588842.636558,37101656.6090426,311016.18,2787188.869854,38619214.697512,287333.22,3024937.53158,
1024B_1W_16B_4096B_1W_16B,37040082.2882791,694729.848,1130944.498178,36125046.340044,533453.064,1656292.698277,36436616.9577172,442665.72,1995907.899338,35505939.0306944,367499.184,2153947.456337,35396782.7970467,318644.532,2235102.456196,35864317.8512368,285224.874,2397279.400756,37400288.4367139,265623.384,2605258.564337,
