64 bit line size,,,,,,,,,,,,,,,,
32kB_2_16kB_1,37.26,118.22,32.37,128.13,30.7,132.21,29.79,134.66,28.52,138.26,28.18,139.28,28.13,139.55,28.07,139.72
32kB_2_16kB_2,24.83,146.04,23.68,150.6,24.32,148.03,23.41,151.74,21.87,158.63,21.79,159.01,21.7,159.5,21.68,159.57
32kB_2_8kB_1,54.68,117.06,49.79,123.39,48.13,125.82,47.22,127.25,45.95,129.3,45.61,129.87,45.55,130.12,45.49,130.21
32kB_4_8kB_1,54.68,117.06,49.79,123.39,48.13,125.82,47.22,127.25,45.95,129.3,45.61,129.87,45.55,130.12,45.49,130.21
8kB_1_8kB_1,54.68,117.06,49.79,123.39,48.13,125.82,47.22,127.25,45.95,129.3,45.61,129.87,45.55,130.12,45.49,130.21
32kB_4_16kB_2,24.83,146.04,23.68,150.6,24.32,148.03,23.41,151.74,21.87,158.63,21.79,159.01,21.7,159.5,21.68,159.57
16kB_1_8kB_1,54.68,117.06,49.79,123.39,48.13,125.82,47.22,127.25,45.95,129.3,45.61,129.87,45.55,130.12,45.49,130.21
16kB_1_16kB_2,24.83,146.04,23.68,150.6,24.32,148.03,23.41,151.74,21.87,158.63,21.79,159.01,21.7,159.5,21.68,159.57
16kB_1_16kB_1,37.26,118.22,32.37,128.13,30.7,132.21,29.79,134.66,28.52,138.26,28.18,139.28,28.13,139.55,28.07,139.72
32kB_1_16kB_2,24.83,146.04,23.68,150.6,24.32,148.03,23.41,151.74,21.87,158.63,21.79,159.01,21.7,159.5,21.68,159.57
16kB_1_32kB_1,32.3,119.33,27.41,131.22,25.52,137.05,24.83,139.38,23.56,143.98,23.23,145.3,23.17,145.59,23.11,145.81
8kB_1_32kB_4,21.49,183.09,20.85,187.04,21.31,184.16,20.93,186.54,19.31,197.7,19.33,197.55,19.25,198.19,19.24,198.26
8kB_1_32kB_2,21.59,154.94,20.93,158.16,21.43,155.68,21,157.84,19.37,166.59,19.37,166.55,19.28,167.1,19.27,167.17
8kB_1_32kB_1,32.3,119.33,27.41,131.22,25.52,137.05,24.83,139.38,23.56,143.98,23.23,145.3,23.17,145.59,23.11,145.81
8kB_1_16kB_1,37.26,118.22,32.37,128.13,30.7,132.21,29.79,134.66,28.52,138.26,28.18,139.28,28.13,139.55,28.07,139.72
8kB_1_16kB_2,24.83,146.04,23.68,150.6,24.32,148.03,23.41,151.74,21.87,158.63,21.79,159.01,21.7,159.5,21.68,159.57
32kB_1_32kB_4,21.49,183.09,20.85,187.04,21.31,184.16,20.93,186.54,19.31,197.7,19.33,197.55,19.25,198.19,19.24,198.26
32kB_1_32kB_2,21.59,154.94,20.93,158.16,21.43,155.68,21,157.84,19.37,166.59,19.37,166.55,19.28,167.1,19.27,167.17
32kB_1_32kB_1,32.3,119.33,27.41,131.22,25.52,137.05,24.83,139.38,23.56,143.98,23.23,145.3,23.17,145.59,23.11,145.81
32kB_4_32kB_4,21.49,183.09,20.85,187.04,21.31,184.16,20.93,186.54,19.31,197.7,19.33,197.55,19.25,198.19,19.24,198.26
32kB_4_32kB_1,32.3,119.33,27.41,131.22,25.52,137.05,24.83,139.38,23.56,143.98,23.23,145.3,23.17,145.59,23.11,145.81
32kB_4_32kB_2,21.59,154.94,20.93,158.16,21.43,155.68,21,157.84,19.37,166.59,19.37,166.55,19.28,167.1,19.27,167.17
16kB_2_32kB_4,21.49,183.09,20.85,187.04,21.31,184.16,20.93,186.54,19.31,197.7,19.33,197.55,19.25,198.19,19.24,198.26
16kB_2_16kB_2,24.83,146.04,23.68,150.6,24.32,148.03,23.41,151.74,21.87,158.63,21.79,159.01,21.7,159.5,21.68,159.57
16kB_2_16kB_1,37.26,118.22,32.37,128.13,30.7,132.21,29.79,134.66,28.52,138.26,28.18,139.28,28.13,139.55,28.07,139.72
32kB_1_8kB_1,54.68,117.06,49.79,123.39,48.13,125.82,47.22,127.25,45.95,129.3,45.61,129.87,45.55,130.12,45.49,130.21
16kB_1_32kB_2,21.59,154.94,20.93,158.16,21.43,155.68,21,157.84,19.37,166.59,19.37,166.55,19.28,167.1,19.27,167.17
16kB_1_32kB_4,21.49,183.09,20.85,187.04,21.31,184.16,20.93,186.54,19.31,197.7,19.33,197.55,19.25,198.19,19.24,198.26
16kB_2_32kB_1,32.3,119.33,27.41,131.22,25.52,137.05,24.83,139.38,23.56,143.98,23.23,145.3,23.17,145.59,23.11,145.81
16kB_2_32kB_2,21.59,154.94,20.93,158.16,21.43,155.68,21,157.84,19.37,166.59,19.37,166.55,19.28,167.1,19.27,167.17
32kB_1_16kB_1,37.26,118.22,32.37,128.13,30.7,132.21,29.79,134.66,28.52,138.26,28.18,139.28,28.13,139.55,28.07,139.72
32kB_4_16kB_1,37.26,118.22,32.37,128.13,30.7,132.21,29.79,134.66,28.52,138.26,28.18,139.28,28.13,139.55,28.07,139.72
16kB_2_8kB_1,54.68,117.06,49.79,123.39,48.13,125.82,47.22,127.25,45.95,129.3,45.61,129.87,45.55,130.12,45.49,130.21
32kB_2_32kB_4,21.49,183.09,20.85,187.04,21.31,184.16,20.93,186.54,19.31,197.7,19.33,197.55,19.25,198.19,19.24,198.26
