32768B_2W_64B_16384B_1W_64B,37.26,118.22,32.37,128.13,30.7,132.21,29.79,134.66,28.52,138.26,28.18,139.28,28.13,
32768B_2W_64B_16384B_2W_64B,24.83,146.04,23.68,150.6,24.32,148.03,23.41,151.74,21.87,158.63,21.79,159.01,21.7,
32768B_2W_64B_8192B_1W_64B,54.68,117.06,49.79,123.39,48.13,125.82,47.22,127.25,45.95,129.3,45.61,129.87,45.55,
32768B_4W_64B_8192B_1W_64B,54.68,117.06,49.79,123.39,48.13,125.82,47.22,127.25,45.95,129.3,45.61,129.87,45.55,
8192B_1W_64B_8192B_1W_64B,54.68,117.06,49.79,123.39,48.13,125.82,47.22,127.25,45.95,129.3,45.61,129.87,45.55,
32768B_4W_64B_16384B_2W_64B,24.83,146.04,23.68,150.6,24.32,148.03,23.41,151.74,21.87,158.63,21.79,159.01,21.7,
16384B_1W_64B_8192B_1W_64B,54.68,117.06,49.79,123.39,48.13,125.82,47.22,127.25,45.95,129.3,45.61,129.87,45.55,
16384B_1W_64B_16384B_2W_64B,24.83,146.04,23.68,150.6,24.32,148.03,23.41,151.74,21.87,158.63,21.79,159.01,21.7,
16384B_1W_64B_16384B_1W_64B,37.26,118.22,32.37,128.13,30.7,132.21,29.79,134.66,28.52,138.26,28.18,139.28,28.13,
32768B_1W_64B_16384B_2W_64B,24.83,146.04,23.68,150.6,24.32,148.03,23.41,151.74,21.87,158.63,21.79,159.01,21.7,
16384B_1W_64B_32768B_1W_64B,32.3,119.33,27.41,131.22,25.52,137.05,24.83,139.38,23.56,143.98,23.23,145.3,23.17,
8192B_1W_64B_32768B_4W_64B,21.49,183.09,20.85,187.04,21.31,184.16,20.93,186.54,19.31,197.7,19.33,197.55,19.25,
8192B_1W_64B_32768B_2W_64B,21.59,154.94,20.93,158.16,21.43,155.68,21,157.84,19.37,166.59,19.37,166.55,19.28,
8192B_1W_64B_32768B_1W_64B,32.3,119.33,27.41,131.22,25.52,137.05,24.83,139.38,23.56,143.98,23.23,145.3,23.17,
8192B_1W_64B_16384B_1W_64B,37.26,118.22,32.37,128.13,30.7,132.21,29.79,134.66,28.52,138.26,28.18,139.28,28.13,
8192B_1W_64B_16384B_2W_64B,24.83,146.04,23.68,150.6,24.32,148.03,23.41,151.74,21.87,158.63,21.79,159.01,21.7,
32768B_1W_64B_32768B_4W_64B,21.49,183.09,20.85,187.04,21.31,184.16,20.93,186.54,19.31,197.7,19.33,197.55,19.25,
32768B_1W_64B_32768B_2W_64B,21.59,154.94,20.93,158.16,21.43,155.68,21,157.84,19.37,166.59,19.37,166.55,19.28,
32768B_1W_64B_32768B_1W_64B,32.3,119.33,27.41,131.22,25.52,137.05,24.83,139.38,23.56,143.98,23.23,145.3,23.17,
32768B_4W_64B_32768B_4W_64B,21.49,183.09,20.85,187.04,21.31,184.16,20.93,186.54,19.31,197.7,19.33,197.55,19.25,
32768B_4W_64B_32768B_1W_64B,32.3,119.33,27.41,131.22,25.52,137.05,24.83,139.38,23.56,143.98,23.23,145.3,23.17,
32768B_4W_64B_32768B_2W_64B,21.59,154.94,20.93,158.16,21.43,155.68,21,157.84,19.37,166.59,19.37,166.55,19.28,
16384B_2W_64B_32768B_4W_64B,21.49,183.09,20.85,187.04,21.31,184.16,20.93,186.54,19.31,197.7,19.33,197.55,19.25,
16384B_2W_64B_16384B_2W_64B,24.83,146.04,23.68,150.6,24.32,148.03,23.41,151.74,21.87,158.63,21.79,159.01,21.7,
16384B_2W_64B_16384B_1W_64B,37.26,118.22,32.37,128.13,30.7,132.21,29.79,134.66,28.52,138.26,28.18,139.28,28.13,
32768B_1W_64B_8192B_1W_64B,54.68,117.06,49.79,123.39,48.13,125.82,47.22,127.25,45.95,129.3,45.61,129.87,45.55,
16384B_1W_64B_32768B_2W_64B,21.59,154.94,20.93,158.16,21.43,155.68,21,157.84,19.37,166.59,19.37,166.55,19.28,
16384B_1W_64B_32768B_4W_64B,21.49,183.09,20.85,187.04,21.31,184.16,20.93,186.54,19.31,197.7,19.33,197.55,19.25,
16384B_2W_64B_32768B_1W_64B,32.3,119.33,27.41,131.22,25.52,137.05,24.83,139.38,23.56,143.98,23.23,145.3,23.17,
16384B_2W_64B_32768B_2W_64B,21.59,154.94,20.93,158.16,21.43,155.68,21,157.84,19.37,166.59,19.37,166.55,19.28,
