32768B_2W_64B_16384B_1W_64B,244.49,109.58,229.78,113.16,224.5,114.58,212.21,118.11,210.34,118.71,201.72,121.55,200.6,
32768B_2W_64B_16384B_2W_64B,219.44,119.29,216.67,120.13,205.92,123.62,199.7,125.81,194.62,127.71,187.39,130.62,187.8,
32768B_2W_64B_8192B_1W_64B,291.65,108.3,276.94,111.2,271.66,112.34,259.37,115.13,257.5,115.6,248.89,117.86,247.77,
32768B_4W_64B_8192B_1W_64B,291.65,108.3,276.94,111.2,271.66,112.34,259.37,115.13,257.5,115.6,248.89,117.86,247.77,
8192B_1W_64B_8192B_1W_64B,291.65,108.3,276.94,111.2,271.66,112.34,259.37,115.13,257.5,115.6,248.89,117.86,247.77,
32768B_4W_64B_16384B_2W_64B,219.44,119.29,216.67,120.13,205.92,123.62,199.7,125.81,194.62,127.71,187.39,130.62,187.8,
16384B_1W_64B_8192B_1W_64B,291.65,108.3,276.94,111.2,271.66,112.34,259.37,115.13,257.5,115.6,248.89,117.86,247.77,
16384B_1W_64B_16384B_2W_64B,219.44,119.29,216.67,120.13,205.92,123.62,199.7,125.81,194.62,127.71,187.39,130.62,187.8,
16384B_1W_64B_16384B_1W_64B,244.49,109.58,229.78,113.16,224.5,114.58,212.21,118.11,210.34,118.71,201.72,121.55,200.6,
32768B_1W_64B_16384B_2W_64B,219.44,119.29,216.67,120.13,205.92,123.62,199.7,125.81,194.62,127.71,187.39,130.62,187.8,
16384B_1W_64B_32768B_1W_64B,227.33,109.91,208.85,114.89,207.33,115.35,195.02,119.25,193.16,119.9,184.54,123.04,183.42,
8192B_1W_64B_32768B_4W_64B,189.7,142.49,190.33,142.2,182.33,146.1,180.44,147.07,174.82,150.09,169.54,153.13,171.13,
8192B_1W_64B_32768B_2W_64B,198.44,123.6,200.08,123.02,189.06,127.09,186.46,128.12,179.97,130.82,173.8,133.59,175.21,
8192B_1W_64B_32768B_1W_64B,227.33,109.91,208.85,114.89,207.33,115.35,195.02,119.25,193.16,119.9,184.54,123.04,183.42,
8192B_1W_64B_16384B_1W_64B,244.49,109.58,229.78,113.16,224.5,114.58,212.21,118.11,210.34,118.71,201.72,121.55,200.6,
8192B_1W_64B_16384B_2W_64B,219.44,119.29,216.67,120.13,205.92,123.62,199.7,125.81,194.62,127.71,187.39,130.62,187.8,
32768B_1W_64B_32768B_4W_64B,189.7,142.49,190.33,142.2,182.33,146.1,180.44,147.07,174.82,150.09,169.54,153.13,171.13,
32768B_1W_64B_32768B_2W_64B,198.44,123.6,200.08,123.02,189.06,127.09,186.46,128.12,179.97,130.82,173.8,133.59,175.21,
32768B_1W_64B_32768B_1W_64B,227.33,109.91,208.85,114.89,207.33,115.35,195.02,119.25,193.16,119.9,184.54,123.04,183.42,
32768B_4W_64B_32768B_4W_64B,189.7,142.49,190.33,142.2,182.33,146.1,180.44,147.07,174.82,150.09,169.54,153.13,171.13,
32768B_4W_64B_32768B_1W_64B,227.33,109.91,208.85,114.89,207.33,115.35,195.02,119.25,193.16,119.9,184.54,123.04,183.42,
32768B_4W_64B_32768B_2W_64B,198.44,123.6,200.08,123.02,189.06,127.09,186.46,128.12,179.97,130.82,173.8,133.59,175.21,
16384B_2W_64B_32768B_4W_64B,189.7,142.49,190.33,142.2,182.33,146.1,180.44,147.07,174.82,150.09,169.54,153.13,171.13,
16384B_2W_64B_16384B_2W_64B,219.44,119.29,216.67,120.13,205.92,123.62,199.7,125.81,194.62,127.71,187.39,130.62,187.8,
16384B_2W_64B_16384B_1W_64B,244.49,109.58,229.78,113.16,224.5,114.58,212.21,118.11,210.34,118.71,201.72,121.55,200.6,
32768B_1W_64B_8192B_1W_64B,291.65,108.3,276.94,111.2,271.66,112.34,259.37,115.13,257.5,115.6,248.89,117.86,247.77,
16384B_1W_64B_32768B_2W_64B,198.44,123.6,200.08,123.02,189.06,127.09,186.46,128.12,179.97,130.82,173.8,133.59,175.21,
16384B_1W_64B_32768B_4W_64B,189.7,142.49,190.33,142.2,182.33,146.1,180.44,147.07,174.82,150.09,169.54,153.13,171.13,
16384B_2W_64B_32768B_1W_64B,227.33,109.91,208.85,114.89,207.33,115.35,195.02,119.25,193.16,119.9,184.54,123.04,183.42,
16384B_2W_64B_32768B_2W_64B,198.44,123.6,200.08,123.02,189.06,127.09,186.46,128.12,179.97,130.82,173.8,133.59,175.21,
32768B_1W_64B_16384B_1W_64B,244.49,109.58,229.78,113.16,224.5,114.58,212.21,118.11,210.34,118.71,201.72,121.55,200.6,
32768B_4W_64B_16384B_1W_64B,244.49,109.58,229.78,113.16,224.5,114.58,212.21,118.11,210.34,118.71,201.72,121.55,200.6,
16384B_2W_64B_8192B_1W_64B,291.65,108.3,276.94,111.2,271.66,112.34,259.37,115.13,257.5,115.6,248.89,117.86,247.77,
32768B_2W_64B_32768B_4W_64B,189.7,142.49,190.33,142.2,182.33,146.1,180.44,147.07,174.82,150.09,169.54,153.13,171.13,
32768B_2W_64B_32768B_2W_64B,198.44,123.6,200.08,123.02,189.06,127.09,186.46,128.12,179.97,130.82,173.8,133.59,175.21,
32768B_2W_64B_32768B_1W_64B,227.33,109.91,208.85,114.89,207.33,115.35,195.02,119.25,193.16,119.9,184.54,123.04,183.42,
32768B_2W_32B_16384B_1W_32B,275.95,98.01,273.85,98.35,262.81,100.24,255.71,101.55,252.95,102.08,246.79,103.32,241.47,
32768B_2W_32B_16384B_2W_32B,249.41,101.75,250.44,101.55,240.54,103.54,238.72,103.92,232.65,105.24,227.47,106.45,227.96,
32768B_2W_32B_8192B_1W_32B,399.58,89.5,389.71,90.42,385.73,90.8,368.46,92.56,375.43,91.83,369.06,92.53,352.96,
32768B_4W_32B_8192B_1W_32B,399.58,89.5,389.71,90.42,385.73,90.8,368.46,92.56,375.43,91.83,369.06,92.53,352.96,
8192B_1W_32B_8192B_1W_32B,399.58,89.5,389.71,90.42,385.73,90.8,368.46,92.56,375.43,91.83,369.06,92.53,352.96,
32768B_4W_32B_16384B_2W_32B,249.41,101.75,250.44,101.55,240.54,103.54,238.72,103.92,232.65,105.24,227.47,106.45,227.96,
16384B_1W_32B_8192B_1W_32B,399.58,89.5,389.71,90.42,385.73,90.8,368.46,92.56,375.43,91.83,369.06,92.53,352.96,
16384B_1W_32B_16384B_2W_32B,249.41,101.75,250.44,101.55,240.54,103.54,238.72,103.92,232.65,105.24,227.47,106.45,227.96,
16384B_1W_32B_16384B_1W_32B,275.95,98.01,273.85,98.35,262.81,100.24,255.71,101.55,252.95,102.08,246.79,103.32,241.47,
32768B_1W_32B_16384B_2W_32B,249.41,101.75,250.44,101.55,240.54,103.54,238.72,103.92,232.65,105.24,227.47,106.45,227.96,
16384B_1W_32B_32768B_1W_32B,253.09,101.24,244.36,102.95,240.96,103.65,239.03,104.06,231.72,105.66,225.88,107.03,226.85,
8192B_1W_32B_32768B_4W_32B,218.4,110.1,219.48,109.82,214.16,111.23,215.01,111,209.49,112.52,206.02,113.53,209.18,
8192B_1W_32B_32768B_2W_32B,226.78,105.01,228.65,104.59,221.14,106.33,221.83,106.17,215.35,107.76,211.24,108.83,214.26,
8192B_1W_32B_32768B_1W_32B,253.09,101.24,244.36,102.95,240.96,103.65,239.03,104.06,231.72,105.66,225.88,107.03,226.85,
8192B_1W_32B_16384B_1W_32B,275.95,98.01,273.85,98.35,262.81,100.24,255.71,101.55,252.95,102.08,246.79,103.32,241.47,
8192B_1W_32B_16384B_2W_32B,249.41,101.75,250.44,101.55,240.54,103.54,238.72,103.92,232.65,105.24,227.47,106.45,227.96,
32768B_1W_32B_32768B_4W_32B,218.4,110.1,219.48,109.82,214.16,111.23,215.01,111,209.49,112.52,206.02,113.53,209.18,
32768B_1W_32B_32768B_2W_32B,226.78,105.01,228.65,104.59,221.14,106.33,221.83,106.17,215.35,107.76,211.24,108.83,214.26,
32768B_1W_32B_32768B_1W_32B,253.09,101.24,244.36,102.95,240.96,103.65,239.03,104.06,231.72,105.66,225.88,107.03,226.85,
32768B_4W_32B_32768B_4W_32B,218.4,110.1,219.48,109.82,214.16,111.23,215.01,111,209.49,112.52,206.02,113.53,209.18,
32768B_4W_32B_32768B_1W_32B,253.09,101.24,244.36,102.95,240.96,103.65,239.03,104.06,231.72,105.66,225.88,107.03,226.85,
32768B_4W_32B_32768B_2W_32B,226.78,105.01,228.65,104.59,221.14,106.33,221.83,106.17,215.35,107.76,211.24,108.83,214.26,
16384B_2W_32B_32768B_4W_32B,218.4,110.1,219.48,109.82,214.16,111.23,215.01,111,209.49,112.52,206.02,113.53,209.18,
16384B_2W_32B_16384B_2W_32B,249.41,101.75,250.44,101.55,240.54,103.54,238.72,103.92,232.65,105.24,227.47,106.45,227.96,
16384B_2W_32B_16384B_1W_32B,275.95,98.01,273.85,98.35,262.81,100.24,255.71,101.55,252.95,102.08,246.79,103.32,241.47,
32768B_1W_32B_8192B_1W_32B,399.58,89.5,389.71,90.42,385.73,90.8,368.46,92.56,375.43,91.83,369.06,92.53,352.96,
16384B_1W_32B_32768B_2W_32B,226.78,105.01,228.65,104.59,221.14,106.33,221.83,106.17,215.35,107.76,211.24,108.83,214.26,
16384B_1W_32B_32768B_4W_32B,218.4,110.1,219.48,109.82,214.16,111.23,215.01,111,209.49,112.52,206.02,113.53,209.18,
16384B_2W_32B_32768B_1W_32B,253.09,101.24,244.36,102.95,240.96,103.65,239.03,104.06,231.72,105.66,225.88,107.03,226.85,
16384B_2W_32B_32768B_2W_32B,226.78,105.01,228.65,104.59,221.14,106.33,221.83,106.17,215.35,107.76,211.24,108.83,214.26,
32768B_1W_32B_16384B_1W_32B,275.95,98.01,273.85,98.35,262.81,100.24,255.71,101.55,252.95,102.08,246.79,103.32,241.47,
32768B_4W_32B_16384B_1W_32B,275.95,98.01,273.85,98.35,262.81,100.24,255.71,101.55,252.95,102.08,246.79,103.32,241.47,
16384B_2W_32B_8192B_1W_32B,399.58,89.5,389.71,90.42,385.73,90.8,368.46,92.56,375.43,91.83,369.06,92.53,352.96,
32768B_2W_32B_32768B_4W_32B,218.4,110.1,219.48,109.82,214.16,111.23,215.01,111,209.49,112.52,206.02,113.53,209.18,
32768B_2W_32B_32768B_2W_32B,226.78,105.01,228.65,104.59,221.14,106.33,221.83,106.17,215.35,107.76,211.24,108.83,214.26,
32768B_2W_32B_32768B_1W_32B,253.09,101.24,244.36,102.95,240.96,103.65,239.03,104.06,231.72,105.66,225.88,107.03,226.85,
